年,I_datetime
治,O
疗,O
医,O
生,O
给,O
打,O
了,O
不,B_symptom
排,I_symptom
卵,I_symptom
，,O
卵,B_symptom
泡,I_symptom
长,I_symptom
到,I_symptom
0,I_symptom
.,I_symptom
6,I_symptom
就,I_symptom
不,I_symptom
长,I_symptom
了,O
-,-
3,B_datetime
天,I_datetime
？,O
-,-
我,O
刚,O
才,O
在,O
忙,O
不,O
好,O
意,O
思,O
-,-
咱,O
们,O
这,O
个,O
医,O
院,O
在,O
哪,O
儿,O
？,O
-,-
我,O
是,O
3,B_datetime
月,I_datetime
1,I_datetime
号,I_datetime
做,O
了,O
人,B_surgery
流,I_surgery
，,O
2,B_datetime
8,I_datetime
没,B_symptom
来,I_symptom
月,I_symptom
经,I_symptom
，,O
但,O
2,B_datetime
8,I_datetime
号,I_datetime
同,B_physiology
房,I_physiology
了,O
，,O
现,O
在,O
4,B_datetime
月,I_datetime
2,I_datetime
好,I_datetime
还,O
没,B_symptom
来,I_symptom
月,I_symptom
经,I_symptom
，,O
有,O
可,O
能,O
又,O
怀,B_physiology
孕,I_physiology
了,O
吗,O
-,-
头,O
像,O
的,O
奔,O
驰,O
真,O
是,O
我,O
的,O
-,-
月,B_physiology
经,I_physiology
来,O
了,O
半,B_datetime
个,I_datetime
月,I_datetime
还,B_symptom
没,I_symptom
好,I_symptom
可,O
能,O
是,O
什,O
么,O
原,O
因,O
-,-
那,O
女,O
的,O
有,O
性,B_sickness
病,I_sickness
-,-
那,O
就,O
先,O
来,O
院,O
检,O
查,O
-,-
不,O
是,O
多,O
多,O
-,-
.,O
白,B_fluid
滞,I_fluid
能,O
吃,O
嘴,O
里,O
吗,O
?,O
-,-
大,O
夫,O
你,O
真,O
好,O
-,-
咱,O
们,O
是,O
正,O
规,O
卫,O
生,O
部,O
直,O
属,O
的,O
医,O
院,O
-,-
阴,B_symptom
毛,I_symptom
下,I_symptom
长,I_symptom
小,I_symptom
疙,I_symptom
瘩,I_symptom
疼,B_symptom
有,B_symptom
浓,I_symptom
点,I_symptom
怎,O
么,O
回,O
事,O
-,-
那,O
对,O
以,O
后,O
怀,B_physiology
孕,I_physiology
危,O
害,O
大,O
吗,O
-,-
咱,O
们,O
是,O
商,O
丘,O
妇,O
科,O
医,O
院,O
，,O
计,O
生,O
定,O
点,O
单,O
位,O
，,O
无,B_surgery
痛,I_surgery
人,I_surgery
流,I_surgery
和,O
药,B_othertreatment
流,I_othertreatment
都,O
可,O
以,O
做,O
-,-
人,B_surgery
流,I_surgery
做,O
过,O
三,O
次,O
还,O
能,O
怀,B_physiology
孕,I_physiology
吗,O
？,O
-,-
或,O
者,O
是,O
否,O
有,O
吃,O
比,O
如,O
激,B_medicine
素,I_medicine
类,I_medicine
，,O
减,B_medicine
肥,I_medicine
药,I_medicine
，,O
避,B_medicine
孕,I_medicine
药,I_medicine
等,O
等,O
？,O
-,-
做,O
修,B_surgery
付,I_surgery
手,I_surgery
术,I_surgery
，,O
怎,O
么,O
做,O
-,-
做,O
过,O
就,O
是,O
先,B_symptom
天,I_symptom
性,I_symptom
没,I_symptom
有,I_symptom
子,I_symptom
宫,I_symptom
-,-
在,O
你,O
们,O
医,O
院,O
可,O
以,O
用,O
社,O
保,O
卡,O
吗,O
-,-
每,O
次,O
来,O
也,O
就,O
三,B_datetime
天,I_datetime
就,O
完,O
事,O
儿,O
了,O
-,-
好,O
那,O
我,O
去,O
医,O
院,O
挂,O
号,O
吗,O
-,-
中,B_datetime
午,I_datetime
之,O
前,O
把,O
-,-
应,O
该,O
就,O
是,O
月,B_physiology
经,I_physiology
，,O
没,O
事,O
吧,O
-,-
2,B_age
8,I_age
岁,I_age
，,O
没,O
有,O
男,O
友,O
，,O
没,O
有,O
性,O
生,O
活,O
-,-
天,O
上,O
没,O
有,O
掉,O
馅,O
饼,O
的,O
-,-
外,B_symptom
阴,I_symptom
瘙,I_symptom
痒,I_symptom
红,B_symptom
肿,I_symptom
，,O
异,B_symptom
味,I_symptom
，,O
白,B_symptom
带,I_symptom
异,I_symptom
常,I_symptom
是,O
有,O
妇,B_symptom
科,I_symptom
炎,I_symptom
症,I_symptom
了,O
，,O
-,-
嗯,O
嗯,O
，,O
咱,O
们,O
现,O
在,O
正,O
在,O
开,O
展,O
妇,O
科,O
公,O
益,O
体,O
检,O
活,O
动,O
-,-
检,O
查,O
b,B_check
超,I_check
一,O
共,O
差,O
不,O
多,O
需,O
要,O
多,O
少,O
钱,O
-,-
北,B_address
京,I_address
，,O
王,O
丽,O
平,O
，,O
2,B_age
5,I_age
岁,I_age
，,O
没,O
有,O
性,O
生,O
活,O
，,O
-,-
一,O
直,O
有,O
月,B_physiology
经,I_physiology
而,O
且,O
很,B_symptom
多,I_symptom
，,O
持,B_symptom
续,I_symptom
一,I_symptom
个,I_symptom
多,I_symptom
月,I_symptom
了,O
，,O
现,O
在,O
胃,B_symptom
疼,I_symptom
，,O
头,B_symptom
晕,I_symptom
恶,B_symptom
心,I_symptom
怎,O
么,O
办,O
-,-
尤,O
其,O
你,O
长,B_cause
期,I_cause
炎,I_cause
症,I_cause
感,I_cause
染,I_cause
的,O
话,O
，,O
没,O
有,O
得,O
到,O
有,O
效,O
治,O
疗,O
，,O
是,O
很,O
容,O
易,O
上,B_symptom
行,I_symptom
感,I_symptom
染,I_symptom
的,O
，,O
出,O
现,O
一,O
些,O
宫,B_sickness
颈,I_sickness
炎,I_sickness
，,O
附,B_sickness
件,I_sickness
炎,I_sickness
，,O
盆,B_sickness
腔,I_sickness
炎,I_sickness
等,O
情,O
况,O
-,-
全,O
程,O
一,B_datetime
个,I_datetime
小,I_datetime
时,I_datetime
左,O
右,O
的,O
-,-
这,O
种,O
情,O
况,O
第,O
一,O
考,O
虑,O
子,B_cause
宫,I_cause
内,I_cause
有,I_cause
异,I_cause
常,I_cause
导,O
致,O
阴,B_symptom
道,I_symptom
不,I_symptom
规,I_symptom
则,I_symptom
出,I_symptom
血,I_symptom
，,O
第,O
二,O
就,O
是,O
宫,B_part
颈,I_part
方,O
面,O
的,O
疾,O
病,O
引,O
起,O
的,O
出,B_symptom
血,I_symptom
，,O
另,O
外,O
不,O
排,O
除,O
是,O
尿,B_symptom
路,I_symptom
感,I_symptom
染,I_symptom
出,I_symptom
血,I_symptom
的,O
，,O
出,B_symptom
血,I_symptom
说,O
明,O
肯,O
定,O
有,O
异,O
常,O
的,O
，,O
这,O
种,O
异,O
常,O
现,O
象,O
最,O
好,O
重,O
视,O
起,O
来,O
，,O
以,O
免,O
引,O
起,O
妇,O
科,O
其,O
他,O
并,O
发,O
症,O
-,-
这,O
情,O
况,O
如,O
果,O
不,O
制,O
止,O
会,O
怎,O
样,O
-,-
吃,B_othertreatment
药,I_othertreatment
两,B_datetime
个,I_datetime
星,I_datetime
期,I_datetime
了,O
-,-
第,B_symptom
二,I_symptom
杠,I_symptom
浅,I_symptom
-,-
我,O
之,O
前,O
看,O
过,O
中,O
医,O
他,O
说,O
我,O
是,O
受,B_symptom
凉,I_symptom
了,O
体,B_symptom
寒,I_symptom
-,-
您,O
是,O
哪,O
个,O
区,O
的,O
朋,O
友,O
呢,O
-,-
你,O
多,O
大,O
年,O
龄,O
了,O
，,O
有,O
腰,B_symptom
酸,I_symptom
腹,B_symptom
痛,I_symptom
吗,O
-,-
这,O
个,O
和,O
我,O
的,O
末,O
次,O
月,B_physiology
经,I_physiology
6,B_datetime
月,I_datetime
4,I_datetime
号,I_datetime
一,O
致,O
吗,O
？,O
-,-
我,O
爱,O
人,O
检,O
查,O
说,O
是,O
霉,B_sickness
菌,I_sickness
性,I_sickness
阴,I_sickness
道,I_sickness
炎,I_sickness
，,O
难,O
治,O
吗,O
！,O
注,O
意,O
什,O
么,O
-,-
去,O
的,O
话,O
我,O
妈,O
拿,O
着,O
检,O
查,O
单,O
就,O
不,O
用,O
在,O
检,O
查,O
了,O
吧,O
-,-
每,O
次,O
来,O
月,B_physiology
经,I_physiology
都,O
头,B_symptom
痛,I_symptom
-,-
4,B_age
4,I_age
岁,I_age
，,O
出,B_symptom
血,I_symptom
很,I_symptom
少,I_symptom
-,-
我,O
大,B_physiology
姨,I_physiology
妈,I_physiology
推,B_symptom
迟,I_symptom
了,O
一,B_datetime
天,I_datetime
-,-
谢,O
谢,O
了,O
不,O
用,O
了,O
-,-
白,B_symptom
色,I_symptom
，,O
没,O
有,O
。,O
每,O
次,O
过,O
性,B_physiology
生,I_physiology
活,I_physiology
的,O
时,O
候,O
老,O
公,O
弟,O
弟,O
上,O
有,O
很,B_symptom
多,I_symptom
白,I_symptom
色,I_symptom
的,I_symptom
-,-
这,O
个,O
一,O
般,O
是,O
需,O
要,O
手,O
术,O
治,O
疗,O
的,O
药,O
物,O
没,O
什,O
么,O
效,O
果,O
的,O
-,-
怎,O
么,O
个,O
做,O
法,O
？,O
费,O
用,O
。,O
-,-
好,O
的,O
，,O
是,O
阴,B_symptom
道,I_symptom
口,I_symptom
瘙,I_symptom
痒,I_symptom
么,O
-,-
过,O
几,O
次,O
-,-
是,O
不,O
是,O
性,B_cause
生,I_cause
活,I_cause
不,I_cause
卫,I_cause
生,I_cause
-,-
我,O
月,B_physiology
经,I_physiology
原,O
本,O
是,O
在,O
一,O
个,O
小,O
医,O
院,O
，,O
他,O
是,O
专,O
门,O
检,O
妇,O
科,O
和,O
内,O
科,O
的,O
，,O
女,O
医,O
生,O
就,O
给,O
我,O
开,O
了,O
药,O
，,O
我,O
才,O
来,O
的,O
月,B_physiology
经,I_physiology
。,O
-,-
嗯,O
那,O
你,O
现,O
在,O
的,O
话,O
就,O
建,O
议,O
检,O
查,O
后,O
选,O
择,O
适,O
合,O
你,O
服,O
用,O
的,O
药,O
物,O
的,O
-,-
停,B_symptom
经,I_symptom
三,I_symptom
年,I_symptom
今,B_datetime
天,I_datetime
出,O
了,O
少,B_symptom
量,I_symptom
的,I_symptom
血,I_symptom
是,O
什,O
么,O
问,O
题,O
-,-
不,O
知,O
道,O
啊,O
，,O
就,O
给,O
医,O
生,O
了,O
-,-
一,O
般,O
怀,B_physiology
孕,I_physiology
三,B_datetime
十,I_datetime
五,I_datetime
天,I_datetime
左,O
右,O
就,O
可,O
以,O
看,O
到,O
-,-
好,O
像,O
献,O
过,O
血,O
之,O
后,O
就,O
这,O
样,O
，,O
2,O
0,O
0,O
m,O
l,O
-,-
外,B_symptom
阴,I_symptom
红,I_symptom
肿,I_symptom
，,O
内,B_symptom
阴,I_symptom
瘙,I_symptom
痒,I_symptom
怎,O
么,O
回,O
事,O
-,-
那,O
说,O
的,O
不,O
是,O
不,O
见,O
红,O
了,O
再,O
做,O
检,O
查,O
吗,O
？,O
-,-
不,O
会,O
造,O
成,O
处,B_symptom
女,I_symptom
膜,I_symptom
破,I_symptom
损,I_symptom
吗,O
-,-
怎,O
么,O
样,O
能,O
调,O
理,O
-,-
可,O
以,O
当,O
天,O
出,O
院,O
吗,O
-,-
第,O
一,O
次,O
延,B_symptom
迟,I_symptom
-,-
[,O
麻,O
烦,O
您,O
了,O
，,O
等,O
我,O
回,O
去,O
啦,O
把,O
检,O
查,O
单,O
子,O
您,O
给,O
看,O
看,O
，,O
怎,O
么,O
回,O
事,O
，,O
我,O
不,O
怎,O
么,O
放,O
心,O
，,O
谢,O
谢,O
啦,O
-,-
那,O
这,O
样,O
吧,O
你,O
说,O
一,O
下,O
你,O
的,O
Q,O
微,O
信,O
。,O
我,O
加,O
你,O
，,O
也,O
方,O
便,O
有,O
什,O
么,O
问,O
题,O
你,O
能,O
联,O
系,O
到,O
我,O
，,O
我,O
是,O
咱,O
们,O
医,O
院,O
的,O
董,B_doctor
医,I_doctor
生,I_doctor
-,-
刚,O
好,O
这,B_datetime
个,I_datetime
月,I_datetime
打,O
算,O
体,O
检,O
-,-
白,B_fluid
带,I_fluid
是,O
妇,O
科,O
晴,O
雨,O
表,O
，,O
白,B_fluid
带,I_fluid
量,O
和,O
颜,O
色,O
的,O
改,O
变,O
是,O
提,O
示,O
有,O
妇,B_symptom
科,I_symptom
炎,I_symptom
症,I_symptom
-,-
这,O
边,O
做,O
唐,B_check
氏,I_check
筛,I_check
查,I_check
吗,O
-,-
排,O
不,O
出,O
毒,O
素,O
了,O
-,-
因,O
为,O
不,O
想,O
让,O
我,O
男,O
朋,O
友,O
知,O
道,O
-,-
老,O
公,O
的,O
阴,B_part
茎,I_part
上,O
也,O
有,B_symptom
两,I_symptom
块,I_symptom
-,-
这,O
个,O
年,O
龄,O
也,O
是,O
疾,O
病,O
的,O
高,O
发,O
年,O
龄,O
尽,O
快,O
到,O
医,O
院,O
做,O
个,O
正,O
规,O
检,O
查,O
确,O
诊,O
一,O
下,O
是,O
什,O
么,O
原,O
因,O
引,O
起,O
的,O
吧,O
-,-
我,O
不,O
在,O
省,O
会,O
，,O
我,O
是,O
农,O
村,O
的,O
-,-
是,O
有,O
一,O
定,O
关,O
系,O
的,O
，,O
发,O
现,O
多,O
久,O
了,O
呢,O
？,O
-,-
在,O
国,O
贸,O
-,-
我,O
知,O
道,O
，,O
我,O
想,O
做,O
到,O
尽,O
量,O
将,O
身,O
体,O
的,O
受,O
伤,O
程,O
度,O
减,O
至,O
最,O
小,O
，,O
大,O
概,O
得,O
费,O
用,O
-,-
最,O
早,O
试,B_tool
条,I_tool
多,O
少,O
可,O
以,O
查,O
出,O
来,O
怀,B_physiology
孕,I_physiology
-,-
我,O
今,O
年,O
四,B_age
十,I_age
三,I_age
了,O
，,O
月,B_physiology
经,I_physiology
一,O
直,O
很,O
正,O
常,O
，,O
不,O
到,O
还,O
能,O
要,B_physiology
孩,I_physiology
子,I_physiology
吗,O
，,O
想,O
要,O
个,O
女,O
儿,O
-,-
爱,O
来,O
不,O
来,O
的,O
样,O
子,O
-,-
网,O
上,O
预,O
约,O
可,O
以,O
享,O
受,O
半,O
价,O
优,O
惠,O
的,O
，,O
腹,B_check
部,I_check
彩,I_check
超,I_check
是,O
半,O
价,O
3,B_price
0,I_price
元,I_price
，,O
-,-
这,O
个,O
是,O
无,B_surgery
痛,I_surgery
人,I_surgery
流,I_surgery
吗,O
，,O
-,-
不,O
是,O
的,O
，,O
连,O
续,O
三,B_datetime
月,I_datetime
都,O
是,O
厚,B_symptom
-,-
一,O
家,O
体,O
检,O
中,O
心,O
-,-
有,O
什,O
么,O
不,O
懂,O
的,O
可,O
以,O
微,O
信,O
上,O
随,O
时,O
问,O
我,O
-,-
人,B_surgery
流,I_surgery
一,O
般,O
在,O
3,B_datetime
5,I_datetime
-,I_datetime
5,I_datetime
5,I_datetime
天,I_datetime
属,O
于,O
最,O
佳,O
时,O
间,O
内,O
。,O
-,-
用,O
啥,O
办,O
法,O
呢,O
-,-
年,O
龄,O
症,O
状,O
多,O
久,O
了,O
呢,O
？,O
-,-
从,O
现,O
在,O
流,O
，,O
多,O
久,O
可,O
以,O
要,O
-,-
我,O
都,O
很,B_datetime
多,I_datetime
年,I_datetime
了,O
，,O
这,O
次,O
来,O
北,O
京,O
所,O
以,O
咨,O
询,O
一,O
下,O
-,-
不,O
是,O
同,O
一,O
个,O
位,O
置,O
-,-
我,O
回,O
老,O
家,O
之,O
后,O
我,O
确,O
实,O
总,O
是,O
感,O
觉,O
-,-
我,O
现,O
在,O
怀,B_physiology
孕,I_physiology
五,B_datetime
个,I_datetime
多,I_datetime
月,I_datetime
了,O
不,O
想,O
要,O
了,O
现,O
在,O
能,O
不,O
能,O
做,O
人,B_surgery
流,I_surgery
-,-
我,O
想,O
问,O
一,O
下,O
云,B_medicine
南,I_medicine
白,I_medicine
药,I_medicine
胶,I_medicine
囊,I_medicine
是,O
连,O
胶,O
囊,O
一,O
起,O
吃,O
还,O
是,O
只,O
吃,O
里,O
面,O
的,O
药,O
-,-
我,O
在,O
考,O
虑,O
考,O
虑,O
吧,O
！,O
谢,O
谢,O
-,-
我,O
方,O
便,O
时,O
加,O
您,O
吧,O
-,-
你,O
好,O
，,O
我,O
怀,B_physiology
孕,I_physiology
5,B_datetime
0,I_datetime
多,I_datetime
天,I_datetime
了,O
，,O
最,O
近,O
总,O
感,O
觉,O
发,B_symptom
烧,I_symptom
，,O
但,O
是,O
体,O
温,O
却,O
在,O
3,O
7,O
。,O
1,O
/,O
2,O
这,O
算,O
正,O
常,O
吗,O
？,O
-,-
有,O
，,O
不,O
过,O
有,O
措,O
施,O
-,-
好,O
的,O
我,O
先,O
去,O
检,O
查,O
一,O
下,O
身,O
体,O
-,-
家,O
是,O
德,B_address
州,I_address
这,O
边,O
的,O
-,-
就,O
这,B_datetime
个,I_datetime
月,I_datetime
延,B_symptom
迟,I_symptom
了,O
，,O
因,O
为,O
我,O
上,B_datetime
月,I_datetime
阴,I_datetime
历,I_datetime
1,I_datetime
9,I_datetime
日,I_datetime
刚,O
带,O
的,O
环,B_tool
，,O
-,-
以,O
前,O
二,B_datetime
十,I_datetime
几,I_datetime
天,I_datetime
来,O
！,O
这,O
两,B_datetime
三,I_datetime
月,I_datetime
都,O
是,O
四,B_datetime
十,I_datetime
多,I_datetime
天,I_datetime
五,B_datetime
十,I_datetime
天,I_datetime
来,O
-,-
怀,B_physiology
孕,I_physiology
两,B_datetime
个,I_datetime
月,I_datetime
左,O
右,O
，,O
您,O
是,O
要,O
还,O
是,O
不,O
要,O
呢,O
？,O
-,-
1,O
5,O
6,O
3,O
2,O
2,O
6,O
3,O
8,O
5,O
1,O
-,-
我,O
发,O
错,O
了,O
，,O
我,O
不,O
是,O
很,O
会,O
玩,O
手,O
机,O
，,O
要,O
么,O
明,O
天,O
我,O
问,O
问,O
家,O
里,O
人,O
，,O
争,O
取,O
他,O
们,O
的,O
意,O
见,O
，,O
再,O
说,O
谢,O
谢,O
你,O
了,O
，,O
打,O
扰,O
你,O
了,O
，,O
晚,O
安,O
-,-
好,O
等,O
我,O
有,O
时,O
间,O
了,O
在,O
联,O
系,O
、,O
这,B_datetime
两,I_datetime
天,I_datetime
估,O
计,O
去,O
不,O
了,O
，,O
有,O
点,O
忙,O
-,-
那,O
双,B_symptom
子,I_symptom
宫,I_symptom
的,O
人,O
有,O
怀,B_physiology
孕,I_physiology
的,O
吗,O
？,O
-,-
是,O
6,B_datetime
月,I_datetime
1,I_datetime
4,I_datetime
号,I_datetime
，,O
同,B_physiology
房,I_physiology
的,O
吗,O
-,-
这,O
个,O
问,O
题,O
有,O
点,O
尴,O
尬,O
-,-
这,O
个,O
要,O
怎,O
么,O
治,O
疗,O
？,O
用,O
清,O
洗,O
类,O
的,O
洗,O
洗,O
可,O
以,O
吗,O
-,-
孕,B_part
囊,I_part
越,O
小,O
，,O
你,O
的,O
腹,B_symptom
痛,I_symptom
不,O
明,O
显,O
，,O
流,O
干,O
净,O
的,O
可,O
能,O
性,O
就,O
越,O
大,O
的,O
-,-
最,O
近,O
这,O
3,B_datetime
个,I_datetime
月,I_datetime
-,-
不,O
清,O
楚,O
怀,O
不,O
怀,O
孕,O
-,-
以,O
前,O
有,O
时,O
提,B_symptom
前,I_symptom
一,B_datetime
天,I_datetime
或,O
退,B_symptom
后,I_symptom
一,B_datetime
天,I_datetime
-,-
一,B_datetime
号,I_datetime
身,O
上,O
来,O
的,O
今,B_datetime
天,I_datetime
过,O
了,O
排,B_physiology
卵,I_physiology
期,I_physiology
了,O
吗,O
？,O
-,-
我,O
把,O
电,O
话,O
发,O
过,O
去,O
麻,O
烦,O
医,O
生,O
告,O
诉,O
我,O
先,O
缓,O
解,O
一,O
下,O
-,-
t,O
i,O
a,O
n,O
-,-
那,O
你,O
看,O
，,O
我,O
这,O
怎,O
么,O
办,O
？,O
-,-
预,O
约,O
3,B_price
6,I_price
元,I_price
七,O
项,O
妇,B_check
科,I_check
检,I_check
查,I_check
回,O
复,O
1,O
咨,O
询,O
病,O
情,O
回,O
复,O
2,O
-,-
白,B_symptom
带,I_symptom
是,I_symptom
豆,I_symptom
腐,I_symptom
渣,I_symptom
样,I_symptom
，,O
阴,B_symptom
部,I_symptom
瘙,I_symptom
痒,I_symptom
-,-
戴,O
套,B_tool
呢,O
！,O
-,-
不,O
好,O
意,O
思,O
差,O
不,O
多,O
.,O
5,B_datetime
天,I_datetime
左,O
右,O
了,O
-,-
我,O
是,O
1,B_age
3,I_age
岁,I_age
三,O
来,O
的,O
月,B_physiology
经,I_physiology
-,-
我,O
晚,B_datetime
上,I_datetime
用,O
过,O
甲,B_medicine
硝,I_medicine
唑,I_medicine
泡,I_medicine
腾,I_medicine
片,I_medicine
-,-
查,O
什,O
么,O
-,-
试,B_tool
纸,I_tool
不,O
是,O
很,O
准,O
是,O
需,O
要,O
彩,B_check
超,I_check
确,O
定,O
的,O
-,-
宫,B_sickness
颈,I_sickness
糜,I_sickness
烂,I_sickness
应,O
该,O
怎,O
么,O
治,O
-,-
一,O
个,O
专,O
家,O
号,O
大,O
概,O
多,O
少,O
钱,O
？,O
-,-
复,O
查,O
看,O
一,O
下,O
具,O
体,O
的,O
糜,B_symptom
烂,I_symptom
面,O
积,O
和,O
神,O
帝,O
-,-
1,O
5,O
9,O
3,O
5,O
5,O
9,O
3,O
4,O
4,O
9,O
五,O
彩,O
石,O
-,-
1,B_datetime
0,I_datetime
来,I_datetime
分,I_datetime
钟,I_datetime
一,O
次,O
-,-
下,B_datetime
午,I_datetime
检,O
查,O
吗,O
-,-
嗯,O
你,O
叫,O
什,O
么,O
呢,O
这,O
边,O
帮,O
你,O
核,O
实,O
下,O
看,O
下,O
当,O
时,O
的,O
情,O
况,O
-,-
是,O
需,O
要,O
去,O
医,O
院,O
做,O
白,B_check
带,I_check
常,I_check
规,I_check
检,I_check
查,I_check
么,O
-,-
人,B_surgery
流,I_surgery
需,O
多,O
少,O
费,O
用,O
!,O
-,-
超,O
了,O
吗,O
？,O
-,-
你,O
的,O
Q,O
Q,O
微,O
信,O
是,O
多,O
少,O
我,O
给,O
您,O
发,O
个,O
定,O
位,O
过,O
去,O
-,-
做,O
壁,B_check
超,I_check
医,O
生,O
说,O
正,O
常,O
，,O
可,O
我,O
还,O
是,O
很,O
担,O
心,O
-,-
白,B_symptom
带,I_symptom
像,I_symptom
水,I_symptom
一,I_symptom
样,I_symptom
一,O
样,O
有,B_symptom
点,I_symptom
血,I_symptom
丝,I_symptom
是,O
怎,O
么,O
回,O
事,O
-,-
瘙,B_symptom
痒,I_symptom
说,O
明,O
是,O
有,O
病,B_cause
菌,I_cause
感,I_cause
染,I_cause
刺,I_cause
激,I_cause
引,O
起,O
的,O
。,O
病,B_cause
菌,I_cause
繁,I_cause
殖,I_cause
到,O
一,O
定,O
程,O
度,O
就,O
会,O
导,O
致,O
瘙,B_symptom
痒,I_symptom
或,O
者,O
长,B_symptom
有,I_symptom
好,I_symptom
多,I_symptom
小,I_symptom
颗,I_symptom
粒,I_symptom
，,O
小,B_symptom
疙,I_symptom
瘩,I_symptom
，,O
以,O
至,O
于,O
红,B_symptom
肿,I_symptom
，,O
坠,B_symptom
涨,I_symptom
，,O
现,O
在,O
这,O
个,O
情,O
况,O
已,O
经,O
往,O
严,O
重,O
方,O
面,O
发,O
展,O
了,O
-,-
一,O
般,O
半,B_datetime
个,I_datetime
月,I_datetime
用,O
试,B_tool
纸,I_tool
应,O
该,O
能,O
测,O
出,O
来,O
了,O
吧,O
？,O
-,-
刘,O
冰,O
倩,O
3,B_age
0,I_age
岁,I_age
近,O
期,O
没,O
有,O
性,O
生,O
活,O
-,-
海,O
伦,O
可,O
视,O
无,B_surgery
痛,I_surgery
保,I_surgery
宫,I_surgery
人,I_surgery
流,I_surgery
，,O
网,O
上,O
预,O
约,O
后,O
手,O
术,O
费,O
是,O
6,B_price
9,I_price
0,I_price
元,I_price
，,O
麻,O
醉,O
费,O
1,B_price
2,I_price
0,I_price
，,O
术,O
前,O
检,O
查,O
3,B_price
0,I_price
0,I_price
左,O
右,O
，,O
加,O
上,O
术,O
中,O
材,O
料,O
费,O
等,O
，,O
一,O
般,O
情,O
况,O
下,O
，,O
费,O
用,O
大,O
概,O
在,O
1,B_price
2,I_price
0,I_price
0,I_price
元,I_price
左,O
右,O
-,-
大,O
概,O
两,B_datetime
三,I_datetime
天,I_datetime
了,O
-,-
我,O
今,B_datetime
天,I_datetime
抽,B_check
血,I_check
测,O
的,O
H,B_symptom
C,I_symptom
G,I_symptom
值,I_symptom
是,I_symptom
3,I_symptom
8,I_symptom
9,I_symptom
-,-
嗯,O
嗯,O
那,O
我,O
下,O
班,O
去,O
-,-
月,B_sickness
经,I_sickness
紊,I_sickness
乱,I_sickness
什,O
么,O
造,O
成,O
的,O
-,-
看,O
下,O
实,O
际,O
的,O
情,O
况,O
吧,O
以,O
正,O
规,O
的,O
检,O
查,O
为,O
准,O
-,-
有,O
囊,B_cause
肿,I_cause
肌,B_cause
瘤,I_cause
或,O
者,O
盆,B_cause
腔,I_cause
炎,I_cause
的,O
，,O
也,O
会,O
引,O
发,O
腰,B_symptom
痛,I_symptom
的,O
-,-
我,O
平,O
时,O
不,O
玩,O
那,O
些,O
-,-
那,O
说,O
明,O
你,O
之,O
前,O
的,O
炎,B_symptom
症,I_symptom
治,O
疗,O
效,O
果,O
也,O
不,O
怎,O
么,O
好,O
容,O
易,O
复,O
发,O
-,-
嗯,O
，,O
那,O
您,O
尽,O
早,O
的,O
就,O
近,O
医,O
院,O
检,O
查,O
治,O
疗,O
下,O
吧,O
-,-
现,O
在,O
月,B_physiology
经,I_physiology
第,B_datetime
几,I_datetime
天,I_datetime
的,O
？,O
-,-
检,O
查,O
环,B_tool
的,O
位,O
置,O
好,O
不,O
好,O
有,O
没,O
有,O
坎,B_symptom
墩,I_symptom
下,I_symptom
移,I_symptom
-,-
三,B_price
千,I_price
块,I_price
钱,I_price
-,-
我,O
是,O
解,O
小,B_physiology
便,I_physiology
次,O
